LETO;STATISTICNA_REGIJA;SPOL;STAROST;PLACE
2018;Goriška;ženske;65 ali več;3377
2018;Jugovzhodna Slovenija;moški;15-24;1250
2018;Jugovzhodna Slovenija;ženske;15-24;1179
2018;Jugovzhodna Slovenija;moški;25-34;1576
2018;Jugovzhodna Slovenija;ženske;25-34;1450
2018;Jugovzhodna Slovenija;moški;35-44;1847
2018;Jugovzhodna Slovenija;ženske;35-44;1713
2018;Jugovzhodna Slovenija;moški;45-54;1880
2018;Jugovzhodna Slovenija;ženske;45-54;1756
2018;Jugovzhodna Slovenija;moški;55-64;1967
2018;Jugovzhodna Slovenija;ženske;55-64;1929
2018;Jugovzhodna Slovenija;moški;65 ali več;2683
2018;Jugovzhodna Slovenija;ženske;65 ali več;2597
2018;Koroška;moški;15-24;1293
2018;Koroška;ženske;15-24;1042
2018;Koroška;moški;25-34;1565
2018;Koroška;ženske;25-34;1322
2018;Koroška;moški;35-44;1809
2018;Koroška;ženske;35-44;1547
2018;Koroška;moški;45-54;1870
2018;Koroška;ženske;45-54;1654
2018;Koroška;moški;55-64;1956
2018;Koroška;ženske;55-64;1840
2018;Koroška;moški;65 ali več;3813
2018;Koroška;ženske;65 ali več;3540
2018;Obalno-kraška;moški;15-24;1208
2018;Obalno-kraška;ženske;15-24;1069
2018;Obalno-kraška;moški;25-34;1509
2018;Obalno-kraška;ženske;25-34;1349
2018;Obalno-kraška;moški;35-44;1850
2018;Obalno-kraška;ženske;35-44;1653
2018;Obalno-kraška;moški;45-54;2037
2018;Obalno-kraška;ženske;45-54;1803
2018;Obalno-kraška;moški;55-64;2010
2018;Obalno-kraška;ženske;55-64;1880
2018;Obalno-kraška;moški;65 ali več;2800
2018;Obalno-kraška;ženske;65 ali več;3183
2018;Osrednjeslovenska;moški;15-24;1219
2018;Osrednjeslovenska;ženske;15-24;1117
2018;Osrednjeslovenska;moški;25-34;1632
2018;Osrednjeslovenska;ženske;25-34;1519
2018;Osrednjeslovenska;moški;35-44;2058
2018;Osrednjeslovenska;ženske;35-44;1925
2018;Osrednjeslovenska;moški;45-54;2176
2018;Osrednjeslovenska;ženske;45-54;2041
2018;Osrednjeslovenska;moški;55-64;2176
2018;Osrednjeslovenska;ženske;55-64;2126
2018;Osrednjeslovenska;moški;65 ali več;3157
2018;Osrednjeslovenska;ženske;65 ali več;3307
2018;Podravska;moški;15-24;1216
2018;Podravska;ženske;15-24;1058
2018;Podravska;moški;25-34;1508
2018;Podravska;ženske;25-34;1346
2018;Podravska;moški;35-44;1787
2018;Podravska;ženske;35-44;1588
2018;Podravska;moški;45-54;1870
2018;Podravska;ženske;45-54;1653
2018;Podravska;moški;55-64;1890
2018;Podravska;ženske;55-64;1788
2018;Podravska;moški;65 ali več;3198
2018;Podravska;ženske;65 ali več;3088
2018;Pomurska;moški;25-34;1427
2018;Pomurska;ženske;25-34;1285
2018;Pomurska;moški;35-44;1698
2018;Pomurska;ženske;35-44;1486
2018;Pomurska;moški;45-54;1695
2018;Pomurska;ženske;45-54;1498
2018;Pomurska;moški;55-64;1775
2018;Pomurska;ženske;55-64;1734
2018;Posavska;moški;15-24;1249
2018;Posavska;ženske;15-24;1157
2018;Posavska;moški;25-34;1621
2018;Posavska;ženske;25-34;1395
2018;Posavska;moški;35-44;1779
2018;Posavska;ženske;35-44;1595
2018;Posavska;moški;45-54;1816
2018;Posavska;ženske;45-54;1643
2018;Posavska;moški;55-64;1948
2018;Posavska;ženske;55-64;1763
2018;Posavska;moški;65 ali več;3742
2018;Posavska;ženske;65 ali več;3932
2018;Primorsko-notranjska;moški;25-34;1505
2018;Primorsko-notranjska;ženske;25-34;1362
2018;Primorsko-notranjska;moški;35-44;1780
2018;Primorsko-notranjska;ženske;35-44;1619
2018;Primorsko-notranjska;moški;45-54;1824
2018;Primorsko-notranjska;ženske;45-54;1603
2018;Primorsko-notranjska;moški;55-64;1815
2018;Primorsko-notranjska;ženske;55-64;1797
2018;Savinjska;moški;15-24;1256
2018;Savinjska;ženske;15-24;1063
2018;Savinjska;moški;25-34;1502
2018;Savinjska;ženske;25-34;1342
2018;Savinjska;moški;35-44;1774
2018;Savinjska;ženske;35-44;1588
2018;Savinjska;moški;45-54;1835
2018;Savinjska;ženske;45-54;1612
2018;Savinjska;moški;55-64;1929
2018;Savinjska;ženske;55-64;1769
2018;Savinjska;moški;65 ali več;3220
2018;Savinjska;ženske;65 ali več;2622
2018;Zasavska;moški;25-34;1524
2018;Zasavska;ženske;25-34;1346
2018;Zasavska;moški;35-44;1777
2018;Zasavska;ženske;35-44;1620
2018;Zasavska;moški;45-54;1777
2018;Zasavska;ženske;45-54;1622
2018;Zasavska;moški;55-64;1834
2018;Zasavska;ženske;55-64;1751
2019;Gorenjska;moški;15-24;1308
2019;Gorenjska;ženske;15-24;1152
2019;Gorenjska;moški;25-34;1643
2019;Gorenjska;ženske;25-34;1469
2019;Gorenjska;moški;35-44;1978
2019;Gorenjska;ženske;35-44;1775
2019;Gorenjska;moški;45-54;2135
2019;Gorenjska;ženske;45-54;1849
2019;Gorenjska;moški;55-64;2069
2019;Gorenjska;ženske;55-64;1941
2019;Gorenjska;moški;65 ali več;2912
2019;Gorenjska;ženske;65 ali več;2676
2019;Goriška;moški;15-24;1235
2019;Goriška;ženske;15-24;1115
2019;Goriška;moški;25-34;1529
2019;Goriška;ženske;25-34;1403
2019;Goriška;moški;35-44;1824
2019;Goriška;ženske;35-44;1663
2019;Goriška;moški;45-54;1932
2019;Goriška;ženske;45-54;1745
2019;Goriška;moški;55-64;2014
2019;Goriška;ženske;55-64;1900
2019;Goriška;moški;65 ali več;3026
2019;Goriška;ženske;65 ali več;2933
2019;Jugovzhodna Slovenija;moški;15-24;1283
2019;Jugovzhodna Slovenija;ženske;15-24;1247
2019;Jugovzhodna Slovenija;moški;25-34;1634
2019;Jugovzhodna Slovenija;ženske;25-34;1519
2019;Jugovzhodna Slovenija;moški;35-44;1929
2019;Jugovzhodna Slovenija;ženske;35-44;1811
2019;Jugovzhodna Slovenija;moški;45-54;1967
2019;Jugovzhodna Slovenija;ženske;45-54;1853
2019;Jugovzhodna Slovenija;moški;55-64;2048
2019;Jugovzhodna Slovenija;ženske;55-64;2015
2019;Jugovzhodna Slovenija;moški;65 ali več;3037
2019;Jugovzhodna Slovenija;ženske;65 ali več;3560
2019;Koroška;moški;15-24;1335
2019;Koroška;ženske;15-24;1095
2019;Koroška;moški;25-34;1594
2019;Koroška;ženske;25-34;1392
2019;Koroška;moški;35-44;1849
2019;Koroška;ženske;35-44;1608
2019;Koroška;moški;45-54;1948
2019;Koroška;ženske;45-54;1720
2019;Koroška;moški;55-64;2009
2019;Koroška;ženske;55-64;1914
2019;Koroška;moški;65 ali več;3503
2019;Koroška;ženske;65 ali več;3674
2019;Obalno-kraška;moški;15-24;1242
2019;Obalno-kraška;ženske;15-24;1139
2019;Obalno-kraška;moški;25-34;1600
2019;Obalno-kraška;ženske;25-34;1416
2019;Obalno-kraška;moški;35-44;1934
2019;Obalno-kraška;ženske;35-44;1712
2019;Obalno-kraška;moški;45-54;2128
2019;Obalno-kraška;ženske;45-54;1897
2019;Obalno-kraška;moški;55-64;2078
2019;Obalno-kraška;ženske;55-64;1967
2019;Obalno-kraška;moški;65 ali več;2654
2019;Obalno-kraška;ženske;65 ali več;3206
2019;Osrednjeslovenska;moški;15-24;1266
2019;Osrednjeslovenska;ženske;15-24;1159
2019;Osrednjeslovenska;moški;25-34;1708
2019;Osrednjeslovenska;ženske;25-34;1592
2019;Osrednjeslovenska;moški;35-44;2133
2019;Osrednjeslovenska;ženske;35-44;2008
2019;Osrednjeslovenska;moški;45-54;2258
2019;Osrednjeslovenska;ženske;45-54;2150
2019;Osrednjeslovenska;moški;55-64;2233
2019;Osrednjeslovenska;ženske;55-64;2217
2019;Osrednjeslovenska;moški;65 ali več;3373
2019;Osrednjeslovenska;ženske;65 ali več;3255
2019;Podravska;moški;15-24;1288
2019;Podravska;ženske;15-24;1122
2019;Podravska;moški;25-34;1580
2019;Podravska;ženske;25-34;1402
2019;Podravska;moški;35-44;1861
2019;Podravska;ženske;35-44;1666
2019;Podravska;moški;45-54;1950
2019;Podravska;ženske;45-54;1756
2019;Podravska;moški;55-64;1960
2019;Podravska;ženske;55-64;1872
2019;Podravska;moški;65 ali več;3122
2019;Podravska;ženske;65 ali več;3111
2019;Pomurska;moški;15-24;1220
2019;Pomurska;ženske;15-24;1098
2019;Pomurska;moški;25-34;1532
2019;Pomurska;ženske;25-34;1367
2019;Pomurska;moški;35-44;1778
2019;Pomurska;ženske;35-44;1556
2019;Pomurska;moški;45-54;1820
2019;Pomurska;ženske;45-54;1616
2019;Pomurska;moški;55-64;1824
2019;Pomurska;ženske;55-64;1836
2019;Pomurska;moški;65 ali več;3518
2019;Pomurska;ženske;65 ali več;3545
2019;Posavska;moški;15-24;1310
2019;Posavska;ženske;15-24;1186
2019;Posavska;moški;25-34;1653
2019;Posavska;ženske;25-34;1455
2019;Posavska;moški;35-44;1833
2019;Posavska;ženske;35-44;1678
2019;Posavska;moški;45-54;1901
2019;Posavska;ženske;45-54;1724
2019;Posavska;moški;55-64;2006
2019;Posavska;ženske;55-64;1862
2019;Posavska;moški;65 ali več;3190
2019;Posavska;ženske;65 ali več;3574
2019;Primorsko-notranjska;moški;15-24;1273
2019;Primorsko-notranjska;ženske;15-24;1104
2019;Primorsko-notranjska;moški;25-34;1568
2019;Primorsko-notranjska;ženske;25-34;1408
2019;Primorsko-notranjska;moški;35-44;1815
2019;Primorsko-notranjska;ženske;35-44;1696
2019;Primorsko-notranjska;moški;55-64;1851
2019;Primorsko-notranjska;ženske;55-64;1859
2019;Savinjska;moški;15-24;1286
2019;Savinjska;ženske;15-24;1115
2019;Savinjska;moški;25-34;1556
2019;Savinjska;ženske;25-34;1391
2019;Savinjska;moški;35-44;1825
2019;Savinjska;ženske;35-44;1664
2019;Savinjska;moški;45-54;1894
2019;Savinjska;ženske;45-54;1687
2019;Savinjska;moški;55-64;1966
2019;Savinjska;ženske;55-64;1834
2019;Savinjska;moški;65 ali več;2891
2019;Savinjska;ženske;65 ali več;3265
2019;Zasavska;moški;15-24;1278
2019;Zasavska;ženske;15-24;1182
2019;Zasavska;moški;25-34;1567
2019;Zasavska;ženske;25-34;1410
2019;Zasavska;moški;35-44;1834
2019;Zasavska;ženske;35-44;1706
2019;Zasavska;moški;55-64;1935
2019;Zasavska;ženske;55-64;1823
