"";"Leto";"Regija";"Starost";"Spol";"Placa"
"922";2014;"Goriška";"55-64 let";"Ženske";1809
"923";2014;"Goriška";"65 let ali veè";"Moški";3321
"924";2014;"Obalno-kraška";"15-24 let";"Moški";1084
"925";2014;"Obalno-kraška";"15-24 let";"Ženske";992
"926";2014;"Obalno-kraška";"25-34 let";"Moški";1382
"927";2014;"Obalno-kraška";"25-34 let";"Ženske";1291
"928";2014;"Obalno-kraška";"35-44 let";"Moški";1773
"929";2014;"Obalno-kraška";"35-44 let";"Ženske";1603
"930";2014;"Obalno-kraška";"45-54 let";"Moški";1854
"931";2014;"Obalno-kraška";"45-54 let";"Ženske";1649
"932";2014;"Obalno-kraška";"55-64 let";"Moški";1953
"933";2014;"Obalno-kraška";"55-64 let";"Ženske";1827
"934";2014;"Obalno-kraška";"65 let ali veè";"Moški";3448
"935";2014;"Obalno-kraška";"65 let ali veè";"Ženske";4068
"936";2015;"Pomurska";"25-34 let";"Moški";1293
"937";2015;"Pomurska";"25-34 let";"Ženske";1215
"938";2015;"Pomurska";"35-44 let";"Moški";1520
"939";2015;"Pomurska";"35-44 let";"Ženske";1400
"940";2015;"Pomurska";"45-54 let";"Moški";1561
"941";2015;"Pomurska";"45-54 let";"Ženske";1478
"942";2015;"Pomurska";"55-64 let";"Moški";1655
"943";2015;"Pomurska";"55-64 let";"Ženske";1702
"944";2015;"Podravska";"15-24 let";"Moški";1072
"945";2015;"Podravska";"15-24 let";"Ženske";965
"946";2015;"Podravska";"25-34 let";"Moški";1348
"947";2015;"Podravska";"25-34 let";"Ženske";1246
"948";2015;"Podravska";"35-44 let";"Moški";1634
"949";2015;"Podravska";"35-44 let";"Ženske";1484
"950";2015;"Podravska";"45-54 let";"Moški";1695
"951";2015;"Podravska";"45-54 let";"Ženske";1539
"952";2015;"Podravska";"55-64 let";"Moški";1799
"953";2015;"Podravska";"55-64 let";"Ženske";1762
"954";2015;"Podravska";"65 let ali veè";"Moški";3733
"955";2015;"Podravska";"65 let ali veè";"Ženske";3381
"956";2015;"Koroška";"25-34 let";"Moški";1397
"957";2015;"Koroška";"25-34 let";"Ženske";1232
"958";2015;"Koroška";"35-44 let";"Moški";1622
"959";2015;"Koroška";"35-44 let";"Ženske";1455
"960";2015;"Koroška";"45-54 let";"Moški";1702
"961";2015;"Koroška";"45-54 let";"Ženske";1553
"962";2015;"Koroška";"55-64 let";"Moški";1857
"963";2015;"Koroška";"55-64 let";"Ženske";1823
"964";2015;"Savinjska";"15-24 let";"Moški";1130
"965";2015;"Savinjska";"15-24 let";"Ženske";952
"966";2015;"Savinjska";"25-34 let";"Moški";1372
"967";2015;"Savinjska";"25-34 let";"Ženske";1276
"968";2015;"Savinjska";"35-44 let";"Moški";1644
"969";2015;"Savinjska";"35-44 let";"Ženske";1479
"970";2015;"Savinjska";"45-54 let";"Moški";1696
"971";2015;"Savinjska";"45-54 let";"Ženske";1499
"972";2015;"Savinjska";"55-64 let";"Moški";1848
"973";2015;"Savinjska";"55-64 let";"Ženske";1718
"974";2015;"Savinjska";"65 let ali veè";"Moški";3361
"975";2015;"Savinjska";"65 let ali veè";"Ženske";2997
"976";2015;"Zasavska";"25-34 let";"Moški";1367
"977";2015;"Zasavska";"25-34 let";"Ženske";1289
"978";2015;"Zasavska";"35-44 let";"Moški";1633
"979";2015;"Zasavska";"35-44 let";"Ženske";1506
"980";2015;"Zasavska";"45-54 let";"Moški";1629
"981";2015;"Zasavska";"45-54 let";"Ženske";1492
"982";2015;"Zasavska";"55-64 let";"Moški";1731
"983";2015;"Zasavska";"55-64 let";"Ženske";1697
"984";2015;"Posavska";"25-34 let";"Moški";1446
"985";2015;"Posavska";"25-34 let";"Ženske";1301
"986";2015;"Posavska";"35-44 let";"Moški";1612
"987";2015;"Posavska";"35-44 let";"Ženske";1486
"988";2015;"Posavska";"45-54 let";"Moški";1656
"989";2015;"Posavska";"45-54 let";"Ženske";1508
"990";2015;"Posavska";"55-64 let";"Moški";1825
"991";2015;"Posavska";"55-64 let";"Ženske";1743
"992";2015;"Jugovzhodna Slovenija";"25-34 let";"Moški";1472
"993";2015;"Jugovzhodna Slovenija";"25-34 let";"Ženske";1393
"994";2015;"Jugovzhodna Slovenija";"35-44 let";"Moški";1691
"995";2015;"Jugovzhodna Slovenija";"35-44 let";"Ženske";1592
"996";2015;"Jugovzhodna Slovenija";"45-54 let";"Moški";1732
"997";2015;"Jugovzhodna Slovenija";"45-54 let";"Ženske";1647
"998";2015;"Jugovzhodna Slovenija";"55-64 let";"Moški";1865
"999";2015;"Jugovzhodna Slovenija";"55-64 let";"Ženske";1934
"1000";2015;"Osrednjeslovenska";"15-24 let";"Moški";1133
"1001";2015;"Osrednjeslovenska";"15-24 let";"Ženske";1027
"1002";2015;"Osrednjeslovenska";"25-34 let";"Moški";1511
"1003";2015;"Osrednjeslovenska";"25-34 let";"Ženske";1433
"1004";2015;"Osrednjeslovenska";"35-44 let";"Moški";1983
"1005";2015;"Osrednjeslovenska";"35-44 let";"Ženske";1840
"1006";2015;"Osrednjeslovenska";"45-54 let";"Moški";2004
"1007";2015;"Osrednjeslovenska";"45-54 let";"Ženske";1870
"1008";2015;"Osrednjeslovenska";"55-64 let";"Moški";2086
"1009";2015;"Osrednjeslovenska";"55-64 let";"Ženske";2070
"1010";2015;"Osrednjeslovenska";"65 let ali veè";"Moški";3636
"1011";2015;"Osrednjeslovenska";"65 let ali veè";"Ženske";3443
"1012";2015;"Gorenjska";"15-24 let";"Moški";1150
"1013";2015;"Gorenjska";"15-24 let";"Ženske";1003
"1014";2015;"Gorenjska";"25-34 let";"Moški";1446
"1015";2015;"Gorenjska";"25-34 let";"Ženske";1313
"1016";2015;"Gorenjska";"35-44 let";"Moški";1814
"1017";2015;"Gorenjska";"35-44 let";"Ženske";1586
"1018";2015;"Gorenjska";"45-54 let";"Moški";1853
"1019";2015;"Gorenjska";"45-54 let";"Ženske";1597
"1020";2015;"Gorenjska";"55-64 let";"Moški";1913
"1021";2015;"Gorenjska";"55-64 let";"Ženske";1792
"1022";2015;"Gorenjska";"65 let ali veè";"Moški";3360
"1023";2015;"Gorenjska";"65 let ali veè";"Ženske";3362
"1024";2015;"Primorsko-notranjska";"25-34 let";"Moški";1379
"1025";2015;"Primorsko-notranjska";"25-34 let";"Ženske";1262
"1026";2015;"Primorsko-notranjska";"35-44 let";"Moški";1642
"1027";2015;"Primorsko-notranjska";"35-44 let";"Ženske";1489
"1028";2015;"Primorsko-notranjska";"45-54 let";"Moški";1635
"1029";2015;"Primorsko-notranjska";"45-54 let";"Ženske";1516
"1030";2015;"Primorsko-notranjska";"55-64 let";"Moški";1799
"1031";2015;"Primorsko-notranjska";"55-64 let";"Ženske";1671
"1032";2015;"Goriška";"25-34 let";"Moški";1363
"1033";2015;"Goriška";"25-34 let";"Ženske";1241
"1034";2015;"Goriška";"35-44 let";"Moški";1646
"1035";2015;"Goriška";"35-44 let";"Ženske";1485
"1036";2015;"Goriška";"45-54 let";"Moški";1707
"1037";2015;"Goriška";"45-54 let";"Ženske";1524
"1038";2015;"Goriška";"55-64 let";"Moški";1909
"1039";2015;"Goriška";"55-64 let";"Ženske";1785
"1040";2015;"Obalno-kraška";"15-24 let";"Moški";1096
"1041";2015;"Obalno-kraška";"15-24 let";"Ženske";1009
"1042";2015;"Obalno-kraška";"25-34 let";"Moški";1380
"1043";2015;"Obalno-kraška";"25-34 let";"Ženske";1285
"1044";2015;"Obalno-kraška";"35-44 let";"Moški";1779
"1045";2015;"Obalno-kraška";"35-44 let";"Ženske";1615
"1046";2015;"Obalno-kraška";"45-54 let";"Moški";1867
"1047";2015;"Obalno-kraška";"45-54 let";"Ženske";1652
"1048";2015;"Obalno-kraška";"55-64 let";"Moški";1987
"1049";2015;"Obalno-kraška";"55-64 let";"Ženske";1824
"1050";2015;"Obalno-kraška";"65 let ali veè";"Moški";3333
"1051";2015;"Obalno-kraška";"65 let ali veè";"Ženske";3870
"1052";2016;"Pomurska";"25-34 let";"Moški";1326
"1053";2016;"Pomurska";"25-34 let";"Ženske";1225
"1054";2016;"Pomurska";"35-44 let";"Moški";1570
"1055";2016;"Pomurska";"35-44 let";"Ženske";1400
"1056";2016;"Pomurska";"45-54 let";"Moški";1609
"1057";2016;"Pomurska";"45-54 let";"Ženske";1436
"1058";2016;"Pomurska";"55-64 let";"Moški";1709
"1059";2016;"Pomurska";"55-64 let";"Ženske";1714
"1060";2016;"Podravska";"15-24 let";"Moški";1113
"1061";2016;"Podravska";"15-24 let";"Ženske";966
"1062";2016;"Podravska";"25-34 let";"Moški";1371
"1063";2016;"Podravska";"25-34 let";"Ženske";1276
"1064";2016;"Podravska";"35-44 let";"Moški";1666
"1065";2016;"Podravska";"35-44 let";"Ženske";1517
"1066";2016;"Podravska";"45-54 let";"Moški";1739
"1067";2016;"Podravska";"45-54 let";"Ženske";1564
"1068";2016;"Podravska";"55-64 let";"Moški";1794
"1069";2016;"Podravska";"55-64 let";"Ženske";1747
"1070";2016;"Podravska";"65 let ali veè";"Moški";3670
"1071";2016;"Podravska";"65 let ali veè";"Ženske";3312
"1072";2016;"Koroška";"25-34 let";"Moški";1432
"1073";2016;"Koroška";"25-34 let";"Ženske";1256
"1074";2016;"Koroška";"35-44 let";"Moški";1659
"1075";2016;"Koroška";"35-44 let";"Ženske";1480
"1076";2016;"Koroška";"45-54 let";"Moški";1754
"1077";2016;"Koroška";"45-54 let";"Ženske";1574
"1078";2016;"Koroška";"55-64 let";"Moški";1897
"1079";2016;"Koroška";"55-64 let";"Ženske";1811
"1080";2016;"Savinjska";"15-24 let";"Moški";1122
"1081";2016;"Savinjska";"15-24 let";"Ženske";993
"1082";2016;"Savinjska";"25-34 let";"Moški";1388
"1083";2016;"Savinjska";"25-34 let";"Ženske";1293
"1084";2016;"Savinjska";"35-44 let";"Moški";1663
"1085";2016;"Savinjska";"35-44 let";"Ženske";1517
"1086";2016;"Savinjska";"45-54 let";"Moški";1724
"1087";2016;"Savinjska";"45-54 let";"Ženske";1530
"1088";2016;"Savinjska";"55-64 let";"Moški";1858
"1089";2016;"Savinjska";"55-64 let";"Ženske";1725
"1090";2016;"Savinjska";"65 let ali veè";"Moški";3177
"1091";2016;"Savinjska";"65 let ali veè";"Ženske";3237
"1092";2016;"Zasavska";"25-34 let";"Moški";1403
"1093";2016;"Zasavska";"25-34 let";"Ženske";1289
"1094";2016;"Zasavska";"35-44 let";"Moški";1642
"1095";2016;"Zasavska";"35-44 let";"Ženske";1550
"1096";2016;"Zasavska";"45-54 let";"Moški";1680
"1097";2016;"Zasavska";"45-54 let";"Ženske";1535
"1098";2016;"Zasavska";"55-64 let";"Moški";1771
"1099";2016;"Zasavska";"55-64 let";"Ženske";1709
"1100";2016;"Posavska";"25-34 let";"Moški";1497
"1101";2016;"Posavska";"25-34 let";"Ženske";1321
"1102";2016;"Posavska";"35-44 let";"Moški";1650
"1103";2016;"Posavska";"35-44 let";"Ženske";1519
"1104";2016;"Posavska";"45-54 let";"Moški";1705
"1105";2016;"Posavska";"45-54 let";"Ženske";1546
"1106";2016;"Posavska";"55-64 let";"Moški";1875
"1107";2016;"Posavska";"55-64 let";"Ženske";1753
"1108";2016;"Jugovzhodna Slovenija";"25-34 let";"Moški";1484
"1109";2016;"Jugovzhodna Slovenija";"25-34 let";"Ženske";1405
"1110";2016;"Jugovzhodna Slovenija";"35-44 let";"Moški";1739
"1111";2016;"Jugovzhodna Slovenija";"35-44 let";"Ženske";1631
"1112";2016;"Jugovzhodna Slovenija";"45-54 let";"Moški";1761
"1113";2016;"Jugovzhodna Slovenija";"45-54 let";"Ženske";1668
"1114";2016;"Jugovzhodna Slovenija";"55-64 let";"Moški";1890
"1115";2016;"Jugovzhodna Slovenija";"55-64 let";"Ženske";1936
"1116";2016;"Osrednjeslovenska";"15-24 let";"Moški";1149
"1117";2016;"Osrednjeslovenska";"15-24 let";"Ženske";1051
"1118";2016;"Osrednjeslovenska";"25-34 let";"Moški";1526
"1119";2016;"Osrednjeslovenska";"25-34 let";"Ženske";1433
"1120";2016;"Osrednjeslovenska";"35-44 let";"Moški";1994
"1121";2016;"Osrednjeslovenska";"35-44 let";"Ženske";1859
"1122";2016;"Osrednjeslovenska";"45-54 let";"Moški";2053
"1123";2016;"Osrednjeslovenska";"45-54 let";"Ženske";1923
"1124";2016;"Osrednjeslovenska";"55-64 let";"Moški";2100
"1125";2016;"Osrednjeslovenska";"55-64 let";"Ženske";2085
"1126";2016;"Osrednjeslovenska";"65 let ali veè";"Moški";3637
"1127";2016;"Osrednjeslovenska";"65 let ali veè";"Ženske";3437
"1128";2016;"Gorenjska";"15-24 let";"Moški";1182
"1129";2016;"Gorenjska";"15-24 let";"Ženske";1026
"1130";2016;"Gorenjska";"25-34 let";"Moški";1468
"1131";2016;"Gorenjska";"25-34 let";"Ženske";1323
"1132";2016;"Gorenjska";"35-44 let";"Moški";1855
"1133";2016;"Gorenjska";"35-44 let";"Ženske";1630
"1134";2016;"Gorenjska";"45-54 let";"Moški";1920
"1135";2016;"Gorenjska";"45-54 let";"Ženske";1652
"1136";2016;"Gorenjska";"55-64 let";"Moški";1944
"1137";2016;"Gorenjska";"55-64 let";"Ženske";1832
"1138";2016;"Gorenjska";"65 let ali veè";"Moški";3683
"1139";2016;"Gorenjska";"65 let ali veè";"Ženske";3287
"1140";2016;"Primorsko-notranjska";"25-34 let";"Moški";1395
"1141";2016;"Primorsko-notranjska";"25-34 let";"Ženske";1288
"1142";2016;"Primorsko-notranjska";"35-44 let";"Moški";1664
"1143";2016;"Primorsko-notranjska";"35-44 let";"Ženske";1530
"1144";2016;"Primorsko-notranjska";"45-54 let";"Moški";1699
"1145";2016;"Primorsko-notranjska";"45-54 let";"Ženske";1543
"1146";2016;"Primorsko-notranjska";"55-64 let";"Moški";1781
"1147";2016;"Primorsko-notranjska";"55-64 let";"Ženske";1739
"1148";2016;"Goriška";"25-34 let";"Moški";1393
"1149";2016;"Goriška";"25-34 let";"Ženske";1278
"1150";2016;"Goriška";"35-44 let";"Moški";1687
"1151";2016;"Goriška";"35-44 let";"Ženske";1540
"1152";2016;"Goriška";"45-54 let";"Moški";1781
"1153";2016;"Goriška";"45-54 let";"Ženske";1572
"1154";2016;"Goriška";"55-64 let";"Moški";1917
"1155";2016;"Goriška";"55-64 let";"Ženske";1829
"1156";2016;"Obalno-kraška";"15-24 let";"Moški";1082
"1157";2016;"Obalno-kraška";"15-24 let";"Ženske";991
"1158";2016;"Obalno-kraška";"25-34 let";"Moški";1415
"1159";2016;"Obalno-kraška";"25-34 let";"Ženske";1295
"1160";2016;"Obalno-kraška";"35-44 let";"Moški";1814
"1161";2016;"Obalno-kraška";"35-44 let";"Ženske";1620
"1162";2016;"Obalno-kraška";"45-54 let";"Moški";1934
"1163";2016;"Obalno-kraška";"45-54 let";"Ženske";1712
"1164";2016;"Obalno-kraška";"55-64 let";"Moški";2002
"1165";2016;"Obalno-kraška";"55-64 let";"Ženske";1841
"1166";2016;"Obalno-kraška";"65 let ali veè";"Moški";3141
"1167";2016;"Obalno-kraška";"65 let ali veè";"Ženske";2904
"1168";2017;"Pomurska";"25-34 let";"Moški";1359
"1169";2017;"Pomurska";"25-34 let";"Ženske";1245
"1170";2017;"Pomurska";"35-44 let";"Moški";1620
"1171";2017;"Pomurska";"35-44 let";"Ženske";1441
"1172";2017;"Pomurska";"45-54 let";"Moški";1632
"1173";2017;"Pomurska";"45-54 let";"Ženske";1464
"1174";2017;"Pomurska";"55-64 let";"Moški";1746
"1175";2017;"Pomurska";"55-64 let";"Ženske";1714
"1176";2017;"Podravska";"15-24 let";"Moški";1143
"1177";2017;"Podravska";"15-24 let";"Ženske";1027
"1178";2017;"Podravska";"25-34 let";"Moški";1419
"1179";2017;"Podravska";"25-34 let";"Ženske";1295
"1180";2017;"Podravska";"35-44 let";"Moški";1718
"1181";2017;"Podravska";"35-44 let";"Ženske";1556
"1182";2017;"Podravska";"45-54 let";"Moški";1795
"1183";2017;"Podravska";"45-54 let";"Ženske";1611
"1184";2017;"Podravska";"55-64 let";"Moški";1846
"1185";2017;"Podravska";"55-64 let";"Ženske";1774
"1186";2017;"Podravska";"65 let ali veè";"Moški";3496
"1187";2017;"Podravska";"65 let ali veè";"Ženske";3074
"1188";2017;"Koroška";"15-24 let";"Moški";1273
"1189";2017;"Koroška";"15-24 let";"Ženske";1028
"1190";2017;"Koroška";"25-34 let";"Moški";1496
"1191";2017;"Koroška";"25-34 let";"Ženske";1267
"1192";2017;"Koroška";"35-44 let";"Moški";1732
"1193";2017;"Koroška";"35-44 let";"Ženske";1512
"1194";2017;"Koroška";"45-54 let";"Moški";1798
"1195";2017;"Koroška";"45-54 let";"Ženske";1621
"1196";2017;"Koroška";"55-64 let";"Moški";1925
"1197";2017;"Koroška";"55-64 let";"Ženske";1830
"1198";2017;"Koroška";"65 let ali veè";"Moški";3692
"1199";2017;"Koroška";"65 let ali veè";"Ženske";3438
"1200";2017;"Savinjska";"15-24 let";"Moški";1168
"1201";2017;"Savinjska";"15-24 let";"Ženske";1016
"1202";2017;"Savinjska";"25-34 let";"Moški";1435
"1203";2017;"Savinjska";"25-34 let";"Ženske";1306
"1204";2017;"Savinjska";"35-44 let";"Moški";1708
"1205";2017;"Savinjska";"35-44 let";"Ženske";1547
"1206";2017;"Savinjska";"45-54 let";"Moški";1782
"1207";2017;"Savinjska";"45-54 let";"Ženske";1573
"1208";2017;"Savinjska";"55-64 let";"Moški";1893
"1209";2017;"Savinjska";"55-64 let";"Ženske";1736
"1210";2017;"Savinjska";"65 let ali veè";"Moški";2816
"1211";2017;"Savinjska";"65 let ali veè";"Ženske";2942
"1212";2017;"Zasavska";"25-34 let";"Moški";1452
"1213";2017;"Zasavska";"25-34 let";"Ženske";1302
"1214";2017;"Zasavska";"35-44 let";"Moški";1696
"1215";2017;"Zasavska";"35-44 let";"Ženske";1567
"1216";2017;"Zasavska";"45-54 let";"Moški";1739
"1217";2017;"Zasavska";"45-54 let";"Ženske";1572
"1218";2017;"Zasavska";"55-64 let";"Moški";1780
"1219";2017;"Zasavska";"55-64 let";"Ženske";1715
"1220";2017;"Posavska";"25-34 let";"Moški";1524
"1221";2017;"Posavska";"25-34 let";"Ženske";1352
"1222";2017;"Posavska";"35-44 let";"Moški";1705
"1223";2017;"Posavska";"35-44 let";"Ženske";1527
"1224";2017;"Posavska";"45-54 let";"Moški";1748
"1225";2017;"Posavska";"45-54 let";"Ženske";1591
"1226";2017;"Posavska";"55-64 let";"Moški";1901
"1227";2017;"Posavska";"55-64 let";"Ženske";1760
"1228";2017;"Jugovzhodna Slovenija";"15-24 let";"Moški";1206
"1229";2017;"Jugovzhodna Slovenija";"15-24 let";"Ženske";1110
"1230";2017;"Jugovzhodna Slovenija";"25-34 let";"Moški";1508
"1231";2017;"Jugovzhodna Slovenija";"25-34 let";"Ženske";1413
"1232";2017;"Jugovzhodna Slovenija";"35-44 let";"Moški";1777
"1233";2017;"Jugovzhodna Slovenija";"35-44 let";"Ženske";1654
"1234";2017;"Jugovzhodna Slovenija";"45-54 let";"Moški";1804
"1235";2017;"Jugovzhodna Slovenija";"45-54 let";"Ženske";1694
"1236";2017;"Jugovzhodna Slovenija";"55-64 let";"Moški";1897
"1237";2017;"Jugovzhodna Slovenija";"55-64 let";"Ženske";1904
"1238";2017;"Jugovzhodna Slovenija";"65 let ali veè";"Moški";3176
"1239";2017;"Jugovzhodna Slovenija";"65 let ali veè";"Ženske";3782
"1240";2017;"Osrednjeslovenska";"15-24 let";"Moški";1165
"1241";2017;"Osrednjeslovenska";"15-24 let";"Ženske";1078
"1242";2017;"Osrednjeslovenska";"25-34 let";"Moški";1554
"1243";2017;"Osrednjeslovenska";"25-34 let";"Ženske";1468
"1244";2017;"Osrednjeslovenska";"35-44 let";"Moški";1995
"1245";2017;"Osrednjeslovenska";"35-44 let";"Ženske";1890
"1246";2017;"Osrednjeslovenska";"45-54 let";"Moški";2091
"1247";2017;"Osrednjeslovenska";"45-54 let";"Ženske";1969
"1248";2017;"Osrednjeslovenska";"55-64 let";"Moški";2125
"1249";2017;"Osrednjeslovenska";"55-64 let";"Ženske";2090
"1250";2017;"Osrednjeslovenska";"65 let ali veè";"Moški";3386
"1251";2017;"Osrednjeslovenska";"65 let ali veè";"Ženske";3407
"1252";2017;"Gorenjska";"15-24 let";"Moški";1211
"1253";2017;"Gorenjska";"15-24 let";"Ženske";1080
"1254";2017;"Gorenjska";"25-34 let";"Moški";1513
"1255";2017;"Gorenjska";"25-34 let";"Ženske";1360
"1256";2017;"Gorenjska";"35-44 let";"Moški";1872
"1257";2017;"Gorenjska";"35-44 let";"Ženske";1657
"1258";2017;"Gorenjska";"45-54 let";"Moški";1966
"1259";2017;"Gorenjska";"45-54 let";"Ženske";1704
"1260";2017;"Gorenjska";"55-64 let";"Moški";1963
"1261";2017;"Gorenjska";"55-64 let";"Ženske";1829
"1262";2017;"Gorenjska";"65 let ali veè";"Moški";3629
"1263";2017;"Gorenjska";"65 let ali veè";"Ženske";3363
"1264";2017;"Primorsko-notranjska";"25-34 let";"Moški";1435
"1265";2017;"Primorsko-notranjska";"25-34 let";"Ženske";1328
"1266";2017;"Primorsko-notranjska";"35-44 let";"Moški";1702
"1267";2017;"Primorsko-notranjska";"35-44 let";"Ženske";1571
"1268";2017;"Primorsko-notranjska";"45-54 let";"Moški";1751
"1269";2017;"Primorsko-notranjska";"45-54 let";"Ženske";1568
"1270";2017;"Primorsko-notranjska";"55-64 let";"Moški";1792
"1271";2017;"Primorsko-notranjska";"55-64 let";"Ženske";1783
"1272";2017;"Goriška";"15-24 let";"Moški";1142
"1273";2017;"Goriška";"15-24 let";"Ženske";1056
"1274";2017;"Goriška";"25-34 let";"Moški";1424
"1275";2017;"Goriška";"25-34 let";"Ženske";1309
"1276";2017;"Goriška";"35-44 let";"Moški";1714
"1277";2017;"Goriška";"35-44 let";"Ženske";1553
"1278";2017;"Goriška";"45-54 let";"Moški";1810
"1279";2017;"Goriška";"45-54 let";"Ženske";1612
"1280";2017;"Goriška";"55-64 let";"Moški";1926
"1281";2017;"Goriška";"55-64 let";"Ženske";1803
"1282";2017;"Goriška";"65 let ali veè";"Moški";3130
"1283";2017;"Goriška";"65 let ali veè";"Ženske";2290
"1284";2017;"Obalno-kraška";"15-24 let";"Moški";1167
"1285";2017;"Obalno-kraška";"15-24 let";"Ženske";1043
"1286";2017;"Obalno-kraška";"25-34 let";"Moški";1465
"1287";2017;"Obalno-kraška";"25-34 let";"Ženske";1323
"1288";2017;"Obalno-kraška";"35-44 let";"Moški";1825
"1289";2017;"Obalno-kraška";"35-44 let";"Ženske";1638
"1290";2017;"Obalno-kraška";"45-54 let";"Moški";1959
"1291";2017;"Obalno-kraška";"45-54 let";"Ženske";1733
"1292";2017;"Obalno-kraška";"55-64 let";"Moški";1999
"1293";2017;"Obalno-kraška";"55-64 let";"Ženske";1854
"1294";2017;"Obalno-kraška";"65 let ali veè";"Moški";3075
"1295";2017;"Obalno-kraška";"65 let ali veè";"Ženske";2916
"1296";2018;"Pomurska";"25-34 let";"Moški";1427
"1297";2018;"Pomurska";"25-34 let";"Ženske";1285
"1298";2018;"Pomurska";"35-44 let";"Moški";1698
"1299";2018;"Pomurska";"35-44 let";"Ženske";1486
"1300";2018;"Pomurska";"45-54 let";"Moški";1695
"1301";2018;"Pomurska";"45-54 let";"Ženske";1498
"1302";2018;"Pomurska";"55-64 let";"Moški";1775
"1303";2018;"Pomurska";"55-64 let";"Ženske";1734
"1304";2018;"Podravska";"15-24 let";"Moški";1216
"1305";2018;"Podravska";"15-24 let";"Ženske";1058
"1306";2018;"Podravska";"25-34 let";"Moški";1508
"1307";2018;"Podravska";"25-34 let";"Ženske";1346
"1308";2018;"Podravska";"35-44 let";"Moški";1787
"1309";2018;"Podravska";"35-44 let";"Ženske";1588
"1310";2018;"Podravska";"45-54 let";"Moški";1870
"1311";2018;"Podravska";"45-54 let";"Ženske";1653
"1312";2018;"Podravska";"55-64 let";"Moški";1890
"1313";2018;"Podravska";"55-64 let";"Ženske";1788
"1314";2018;"Podravska";"65 let ali veè";"Moški";3198
"1315";2018;"Podravska";"65 let ali veè";"Ženske";3088
"1316";2018;"Koroška";"15-24 let";"Moški";1293
"1317";2018;"Koroška";"15-24 let";"Ženske";1042
"1318";2018;"Koroška";"25-34 let";"Moški";1565
"1319";2018;"Koroška";"25-34 let";"Ženske";1322
"1320";2018;"Koroška";"35-44 let";"Moški";1809
"1321";2018;"Koroška";"35-44 let";"Ženske";1547
"1322";2018;"Koroška";"45-54 let";"Moški";1870
"1323";2018;"Koroška";"45-54 let";"Ženske";1654
"1324";2018;"Koroška";"55-64 let";"Moški";1956
"1325";2018;"Koroška";"55-64 let";"Ženske";1840
"1326";2018;"Koroška";"65 let ali veè";"Moški";3813
"1327";2018;"Koroška";"65 let ali veè";"Ženske";3540
"1328";2018;"Savinjska";"15-24 let";"Moški";1256
"1329";2018;"Savinjska";"15-24 let";"Ženske";1063
"1330";2018;"Savinjska";"25-34 let";"Moški";1502
"1331";2018;"Savinjska";"25-34 let";"Ženske";1342
"1332";2018;"Savinjska";"35-44 let";"Moški";1774
"1333";2018;"Savinjska";"35-44 let";"Ženske";1588
"1334";2018;"Savinjska";"45-54 let";"Moški";1835
"1335";2018;"Savinjska";"45-54 let";"Ženske";1612
"1336";2018;"Savinjska";"55-64 let";"Moški";1929
"1337";2018;"Savinjska";"55-64 let";"Ženske";1769
"1338";2018;"Savinjska";"65 let ali veè";"Moški";3220
"1339";2018;"Savinjska";"65 let ali veè";"Ženske";2622
"1340";2018;"Zasavska";"25-34 let";"Moški";1524
"1341";2018;"Zasavska";"25-34 let";"Ženske";1346
"1342";2018;"Zasavska";"35-44 let";"Moški";1777
"1343";2018;"Zasavska";"35-44 let";"Ženske";1620
"1344";2018;"Zasavska";"45-54 let";"Moški";1777
"1345";2018;"Zasavska";"45-54 let";"Ženske";1622
"1346";2018;"Zasavska";"55-64 let";"Moški";1834
"1347";2018;"Zasavska";"55-64 let";"Ženske";1751
"1348";2018;"Posavska";"15-24 let";"Moški";1249
"1349";2018;"Posavska";"15-24 let";"Ženske";1157
"1350";2018;"Posavska";"25-34 let";"Moški";1621
"1351";2018;"Posavska";"25-34 let";"Ženske";1395
"1352";2018;"Posavska";"35-44 let";"Moški";1779
"1353";2018;"Posavska";"35-44 let";"Ženske";1595
"1354";2018;"Posavska";"45-54 let";"Moški";1816
"1355";2018;"Posavska";"45-54 let";"Ženske";1643
"1356";2018;"Posavska";"55-64 let";"Moški";1948
"1357";2018;"Posavska";"55-64 let";"Ženske";1763
"1358";2018;"Posavska";"65 let ali veè";"Moški";3742
"1359";2018;"Posavska";"65 let ali veè";"Ženske";3932
"1360";2018;"Jugovzhodna Slovenija";"15-24 let";"Moški";1250
"1361";2018;"Jugovzhodna Slovenija";"15-24 let";"Ženske";1179
"1362";2018;"Jugovzhodna Slovenija";"25-34 let";"Moški";1576
"1363";2018;"Jugovzhodna Slovenija";"25-34 let";"Ženske";1450
"1364";2018;"Jugovzhodna Slovenija";"35-44 let";"Moški";1847
"1365";2018;"Jugovzhodna Slovenija";"35-44 let";"Ženske";1713
"1366";2018;"Jugovzhodna Slovenija";"45-54 let";"Moški";1880
"1367";2018;"Jugovzhodna Slovenija";"45-54 let";"Ženske";1756
"1368";2018;"Jugovzhodna Slovenija";"55-64 let";"Moški";1967
"1369";2018;"Jugovzhodna Slovenija";"55-64 let";"Ženske";1929
"1370";2018;"Jugovzhodna Slovenija";"65 let ali veè";"Moški";2683
"1371";2018;"Jugovzhodna Slovenija";"65 let ali veè";"Ženske";2597
"1372";2018;"Osrednjeslovenska";"15-24 let";"Moški";1219
